Disease,Disease ID,Drug,Drug ID,Type,Mechanism of action,Action type,Activity,Target,Target ID,Target class
MULTIPLE SCLEROSIS,EFO_0003885,LIDOCAINE,CHEMBL79,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN5A,ENSG00000183873,VOLTAGE-GATED SODIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNF1,ENSG00000162975,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ2,ENSG00000075043,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ4,ENSG00000117013,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCND3,ENSG00000171385,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH1,ENSG00000143473,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH6,ENSG00000173826,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG3,ENSG00000171126,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS1,ENSG00000124134,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ4,ENSG00000117013,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA4,ENSG00000182255,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 13 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP13,ENSG00000137745,METALLO PROTEASE M10A SUBFAMILY
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNB2,ENSG00000182674,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,RITUXIMAB,CHEMBL1201576,ANTIBODY,B-LYMPHOCYTE ANTIGEN CD20 BINDING AGENT,BINDING AGENT,OTHER,MS4A1,ENSG00000156738,CD20 CA2+ CHANNEL FAMILY
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ1,ENSG00000053918,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,LEVETIRACETAM,CHEMBL1286,SMALL MOLECULE,SYNAPTIC VESICLE GLYCOPROTEIN 2A MODULATOR,MODULATOR,OTHER,SV2A,ENSG00000159164,VESICULAR NEUROTRANSMITTER TRANSPORTER FAMILY
MULTIPLE SCLEROSIS,EFO_0003885,LIDOCAINE,CHEMBL79,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN10A,ENSG00000185313,VOLTAGE-GATED SODIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,VANILLOID RECEPTOR OPENER,OPENER,POSITIVE MODULATOR,TRPV1,ENSG00000196689,TRANSIENT RECEPTOR POTENTIAL CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNC2,ENSG00000166006,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA4,ENSG00000182255,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH5,ENSG00000140015,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,MEMANTINE,CHEMBL807,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN3B,ENSG00000116032,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,ASPIRIN,CHEMBL25,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
MULTIPLE SCLEROSIS,EFO_0003885,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA2,ENSG00000177301,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ5,ENSG00000185760,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,MEMANTINE,CHEMBL807,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN2D,ENSG00000105464,NMDA RECEPTOR
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH1,ENSG00000143473,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCND3,ENSG00000171385,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS1,ENSG00000124134,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,ANANDAMIDE AMIDOHYDROLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FAAH,ENSG00000117480,HYDROLASE
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH4,ENSG00000089558,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,LIDOCAINE,CHEMBL79,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN1A,ENSG00000144285,VOLTAGE-GATED SODIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,VANILLOID RECEPTOR OPENER,OPENER,POSITIVE MODULATOR,TRPV1,ENSG00000196689,TRANSIENT RECEPTOR POTENTIAL CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG2,ENSG00000178342,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV1,ENSG00000164794,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,ANANDAMIDE AMIDOHYDROLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FAAH,ENSG00000117480,HYDROLASE
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA6,ENSG00000151079,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE-1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP1,ENSG00000196611,METALLO PROTEASE M10A SUBFAMILY
MULTIPLE SCLEROSIS,EFO_0003885,METHOTREXATE,CHEMBL34259,SMALL MOLECULE,DIHYDROFOLATE REDUCTASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,DHFR,ENSG00000228716,OXIDOREDUCTASE
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,IBUPROFEN,CHEMBL521,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV2,ENSG00000168263,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS2,ENSG00000156486,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG3,ENSG00000171126,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,MEMANTINE,CHEMBL807,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE ALLOSTERIC MODULATOR,NEGATIVE MODULATOR,GRIN3A,ENSG00000198785,NMDA RECEPTOR
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH5,ENSG00000140015,VOLTAGE-GATED POTASSIUM CHANNEL
SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008522,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNS3,ENSG00000170745,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,LIDOCAINE,CHEMBL79,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN7A,ENSG00000136546,VOLTAGE-GATED SODIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,ASPIRIN,CHEMBL25,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
MULTIPLE SCLEROSIS,EFO_0003885,LIDOCAINE,CHEMBL79,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN9A,ENSG00000169432,VOLTAGE-GATED SODIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCND1,ENSG00000102057,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNB2,ENSG00000182674,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG2,ENSG00000178342,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN3A,ENSG00000198785,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCND1,ENSG00000102057,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA1,ENSG00000111262,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV2,ENSG00000168263,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNB1,ENSG00000158445,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN3B,ENSG00000116032,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA1,ENSG00000022355,GABA-A RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,WARFARIN,CHEMBL1464,SMALL MOLECULE,VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1 ISOFORM 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VKORC1,ENSG00000167397,OXIDOREDUCTASE
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG1,ENSG00000026559,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,CAFFEINE,CHEMBL113,SMALL MOLECULE,ADENOSINE RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,ADORA1,ENSG00000163485,ADENOSINE RECEPTOR
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,FINGOLIMOD,CHEMBL314854,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,S1PR2,ENSG00000267534,EDG RECEPTOR
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN1,ENSG00000176884,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ5,ENSG00000185760,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA2,ENSG00000177301,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,ERGOCALCIFEROL,CHEMBL1536,SMALL MOLECULE,VITAMIN D RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,VDR,ENSG00000111424,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP I MEMBER 1
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV1,ENSG00000164794,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG3,ENSG00000171126,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNC3,ENSG00000131398,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNC2,ENSG00000166006,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNQ1,ENSG00000053918,VOLTAGE-GATED POTASSIUM CHANNEL
PRIMARY PROGRESSIVE MULTIPLE SCLEROSIS,EFO_0008520,FINGOLIMOD,CHEMBL314854,SMALL MOLECULE,SPHINGOSINE 1-PHOSPHATE RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,S1PR5,ENSG00000180739,EDG RECEPTOR
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA6,ENSG00000151079,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNC1,ENSG00000129159,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN2A,ENSG00000183454,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH4,ENSG00000089558,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA3,ENSG00000011677,GABA-A RECEPTOR
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN2C,ENSG00000161509,NMDA RECEPTOR
MULTIPLE SCLEROSIS,EFO_0003885,QUINIDINE,CHEMBL1294,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN8A,ENSG00000196876,VOLTAGE-GATED SODIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNG2,ENSG00000178342,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNA7,ENSG00000104848,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH8,ENSG00000183960,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMANTADINE,CHEMBL660,SMALL MOLECULE,GLUTAMATE [NMDA] RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,GRIN2D,ENSG00000105464,NMDA RECEPTOR
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,MIDAZOLAM,CHEMBL655,SMALL MOLECULE,GABA-A RECEPTOR; ANION CHANNEL POSITIVE ALLOSTERIC MODULATOR,POSITIVE ALLOSTERIC MODULATOR,POSITIVE MODULATOR,GABRA2,ENSG00000151834,GABA-A RECEPTOR
MULTIPLE SCLEROSIS,EFO_0003885,QUINIDINE,CHEMBL1294,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN5A,ENSG00000183873,VOLTAGE-GATED SODIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNV2,ENSG00000168263,VOLTAGE-GATED POTASSIUM CHANNEL
MULTIPLE SCLEROSIS,EFO_0003885,AMIFAMPRIDINE,CHEMBL354077,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNH4,ENSG00000089558,VOLTAGE-GATED POTASSIUM CHANNEL
RELAPSING-REMITTING MULTIPLE SCLEROSIS,EFO_0003929,DALFAMPRIDINE,CHEMBL284348,SMALL MOLECULE,VOLTAGE-GATED POTASSIUM CHANNEL BLOCKER,BLOCKER,NEGATIVE MODULATOR,KCNF1,ENSG00000162975,VOLTAGE-GATED POTASSIUM CHANNEL
